1 -> 0.715973 	- 0.716141 	| 0.000168 	-> 0s, 168.0ms
0 -> 0.716175 	- 0.716455 	| 0.00028 	-> 0s, 280.0ms
1 -> 0.716485 	- 0.716661 	| 0.000176 	-> 0s, 176.0ms
0 -> 0.716696 	- 0.717968 	| 0.001272 	-> 0s, 1272.0ms
1 -> 0.717998 	- 0.718166 	| 0.000168 	-> 0s, 168.0ms
0 -> 0.7182 	- 0.718472 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.718502 	- 0.718672 	| 0.00017 	-> 0s, 170.0ms
0 -> 0.718705 	- 0.720007 	| 0.001302 	-> 0s, 1302.0ms
1 -> 0.720038 	- 0.720207 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.72024 	- 0.720512 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.720544 	- 0.720718 	| 0.000174 	-> 0s, 174.0ms
0 -> 0.720751 	- 0.722032 	| 0.001281 	-> 0s, 1281.0ms
1 -> 0.722064 	- 0.722232 	| 0.000168 	-> 0s, 168.0ms
0 -> 0.722265 	- 0.723524 	| 0.001259 	-> 0s, 1259.0ms
1 -> 0.723555 	- 0.723724 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.72376 	- 0.724034 	| 0.000274 	-> 0s, 274.0ms
1 -> 0.724065 	- 0.724264 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.724298 	- 0.724556 	| 0.000258 	-> 0s, 258.0ms
1 -> 0.724587 	- 0.724755 	| 0.000168 	-> 0s, 168.0ms
0 -> 0.724789 	- 0.726072 	| 0.001283 	-> 0s, 1283.0ms
1 -> 0.726102 	- 0.726267 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.726302 	- 0.727608 	| 0.001306 	-> 0s, 1306.0ms
1 -> 0.727639 	- 0.727808 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.727841 	- 0.728114 	| 0.000273 	-> 0s, 273.0ms
1 -> 0.728144 	- 0.728313 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.728346 	- 0.728618 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.728648 	- 0.728817 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.72885 	- 0.730123 	| 0.001273 	-> 0s, 1273.0ms
1 -> 0.730153 	- 0.730323 	| 0.00017 	-> 0s, 170.0ms
0 -> 0.730356 	- 0.730631 	| 0.000275 	-> 0s, 275.0ms
1 -> 0.73066 	- 0.73083 	| 0.00017 	-> 0s, 170.0ms
0 -> 0.730863 	- 0.732145 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.732176 	- 0.732375 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.732408 	- 0.733685 	| 0.001277 	-> 0s, 1277.0ms
1 -> 0.733716 	- 0.733864 	| 0.000148 	-> 0s, 148.0ms
0 -> 0.733904 	- 0.734178 	| 0.000274 	-> 0s, 274.0ms
1 -> 0.734208 	- 0.734375 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.734408 	- 0.73468 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.73471 	- 0.734907 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.734941 	- 0.736225 	| 0.001284 	-> 0s, 1284.0ms
1 -> 0.736256 	- 0.736421 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.736455 	- 0.736703 	| 0.000248 	-> 0s, 248.0ms
1 -> 0.736733 	- 0.736929 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.736962 	- 0.738247 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.738277 	- 0.738443 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.738476 	- 0.738744 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.738774 	- 0.73894 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.738973 	- 0.740259 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.740289 	- 0.740455 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.740488 	- 0.740761 	| 0.000273 	-> 0s, 273.0ms
1 -> 0.740791 	- 0.740957 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.74099 	- 0.742282 	| 0.001292 	-> 0s, 1292.0ms
1 -> 0.742312 	- 0.742478 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.742511 	- 0.751747 	| 0.009236 	-> 0s, 9236.0ms
1 -> 0.751777 	- 0.75195 	| 0.000173 	-> 0s, 173.0ms
0 -> 0.751983 	- 0.754566 	| 0.002583 	-> 0s, 2583.0ms
1 -> 0.754596 	- 0.754762 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.754795 	- 0.75608 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.75611 	- 0.756276 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.756309 	- 0.756607 	| 0.000298 	-> 0s, 298.0ms
1 -> 0.756638 	- 0.756803 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.756836 	- 0.757111 	| 0.000275 	-> 0s, 275.0ms
1 -> 0.757142 	- 0.757308 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.757345 	- 0.758603 	| 0.001258 	-> 0s, 1258.0ms
1 -> 0.758633 	- 0.75883 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.758863 	- 0.759133 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.759163 	- 0.75933 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.759363 	- 0.760636 	| 0.001273 	-> 0s, 1273.0ms
1 -> 0.760665 	- 0.760865 	| 0.0002 	-> 0s, 200.0ms
0 -> 0.760897 	- 0.761136 	| 0.000239 	-> 0s, 239.0ms
1 -> 0.761166 	- 0.761362 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.761395 	- 0.762655 	| 0.00126 	-> 0s, 1260.0ms
1 -> 0.762685 	- 0.762848 	| 0.000163 	-> 0s, 163.0ms
0 -> 0.762898 	- 0.763168 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.763198 	- 0.763363 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.763396 	- 0.764681 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.764711 	- 0.764906 	| 0.000195 	-> 0s, 195.0ms
0 -> 0.764939 	- 0.766193 	| 0.001254 	-> 0s, 1254.0ms
1 -> 0.766223 	- 0.766422 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.766455 	- 0.766723 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.766753 	- 0.76692 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.766953 	- 0.768214 	| 0.001261 	-> 0s, 1261.0ms
1 -> 0.768244 	- 0.76844 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.768473 	- 0.768742 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.768772 	- 0.768939 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.768972 	- 0.769242 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.769272 	- 0.769438 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.769471 	- 0.770787 	| 0.001316 	-> 0s, 1316.0ms
1 -> 0.770817 	- 0.770983 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.771016 	- 0.772299 	| 0.001283 	-> 0s, 1283.0ms
1 -> 0.772329 	- 0.772495 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.772528 	- 0.772815 	| 0.000287 	-> 0s, 287.0ms
1 -> 0.772846 	- 0.772995 	| 0.000149 	-> 0s, 149.0ms
0 -> 0.773028 	- 0.774317 	| 0.001289 	-> 0s, 1289.0ms
1 -> 0.774347 	- 0.774514 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.774546 	- 0.774816 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.774846 	- 0.775045 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.775077 	- 0.775346 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.775376 	- 0.775542 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.775575 	- 0.77686 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.77689 	- 0.777056 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.777089 	- 0.777358 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.777388 	- 0.777554 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.777587 	- 0.778875 	| 0.001288 	-> 0s, 1288.0ms
1 -> 0.778905 	- 0.77907 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.779104 	- 0.779372 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.779402 	- 0.779567 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.779601 	- 0.780887 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.780916 	- 0.781112 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.781145 	- 0.781414 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.781443 	- 0.781609 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.781642 	- 0.782901 	| 0.001259 	-> 0s, 1259.0ms
1 -> 0.782934 	- 0.783139 	| 0.000205 	-> 0s, 205.0ms
0 -> 0.783171 	- 0.78344 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.78347 	- 0.783638 	| 0.000168 	-> 0s, 168.0ms
0 -> 0.78367 	- 0.784931 	| 0.001261 	-> 0s, 1261.0ms
1 -> 0.784961 	- 0.785135 	| 0.000174 	-> 0s, 174.0ms
0 -> 0.785169 	- 0.786455 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.786485 	- 0.78665 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.786683 	- 0.786982 	| 0.000299 	-> 0s, 299.0ms
1 -> 0.787012 	- 0.787178 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.787211 	- 0.7885 	| 0.001289 	-> 0s, 1289.0ms
1 -> 0.788531 	- 0.788696 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.788729 	- 0.788997 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.789027 	- 0.789192 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.789225 	- 0.790511 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.790541 	- 0.790707 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.79074 	- 0.791041 	| 0.000301 	-> 0s, 301.0ms
1 -> 0.791072 	- 0.791237 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.79127 	- 0.791539 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.791569 	- 0.791735 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.791768 	- 0.793042 	| 0.001274 	-> 0s, 1274.0ms
1 -> 0.793071 	- 0.793271 	| 0.0002 	-> 0s, 200.0ms
0 -> 0.793303 	- 0.793549 	| 0.000246 	-> 0s, 246.0ms
1 -> 0.793579 	- 0.793745 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.793778 	- 0.795064 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.795094 	- 0.79529 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.795324 	- 0.795592 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.795623 	- 0.795789 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.795823 	- 0.797103 	| 0.00128 	-> 0s, 1280.0ms
1 -> 0.797133 	- 0.7973 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.797333 	- 0.797601 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.79763 	- 0.797796 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.79783 	- 0.79912 	| 0.00129 	-> 0s, 1290.0ms
1 -> 0.79915 	- 0.799316 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.799349 	- 0.800633 	| 0.001284 	-> 0s, 1284.0ms
1 -> 0.800663 	- 0.80083 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.800863 	- 0.801164 	| 0.000301 	-> 0s, 301.0ms
1 -> 0.801194 	- 0.801359 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.801393 	- 0.801662 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.801692 	- 0.801858 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.801891 	- 0.803192 	| 0.001301 	-> 0s, 1301.0ms
1 -> 0.803222 	- 0.803388 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.803421 	- 0.804682 	| 0.001261 	-> 0s, 1261.0ms
1 -> 0.804711 	- 0.804908 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.804941 	- 0.805211 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.80524 	- 0.805406 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.805439 	- 0.805708 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.805738 	- 0.805903 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.805936 	- 0.807221 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.807251 	- 0.807448 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.807481 	- 0.807749 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.807779 	- 0.807944 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.807977 	- 0.809245 	| 0.001268 	-> 0s, 1268.0ms
1 -> 0.809275 	- 0.809471 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.809504 	- 0.810756 	| 0.001252 	-> 0s, 1252.0ms
1 -> 0.810785 	- 0.810981 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.811014 	- 0.811283 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.811313 	- 0.811479 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.811512 	- 0.811781 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.811811 	- 0.811976 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.812009 	- 0.813311 	| 0.001302 	-> 0s, 1302.0ms
1 -> 0.813341 	- 0.813507 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.813539 	- 0.813808 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.813838 	- 0.81397 	| 0.000132 	-> 0s, 132.0ms
0 -> 0.814036 	- 0.815324 	| 0.001288 	-> 0s, 1288.0ms
1 -> 0.815354 	- 0.815537 	| 0.000183 	-> 0s, 183.0ms
0 -> 0.815572 	- 0.81584 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.81587 	- 0.816036 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.816069 	- 0.817348 	| 0.001279 	-> 0s, 1279.0ms
1 -> 0.817378 	- 0.817545 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.817578 	- 0.817849 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.817879 	- 0.818075 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.818108 	- 0.819367 	| 0.001259 	-> 0s, 1259.0ms
1 -> 0.819397 	- 0.819562 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.819596 	- 0.828833 	| 0.009237 	-> 0s, 9237.0ms
1 -> 0.828863 	- 0.829062 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.829094 	- 0.831663 	| 0.002569 	-> 0s, 2569.0ms
1 -> 0.831693 	- 0.831859 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.831892 	- 0.833163 	| 0.001271 	-> 0s, 1271.0ms
1 -> 0.833193 	- 0.833359 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.833392 	- 0.833693 	| 0.000301 	-> 0s, 301.0ms
1 -> 0.833724 	- 0.83389 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.833924 	- 0.834193 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.834223 	- 0.834388 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.834422 	- 0.835711 	| 0.001289 	-> 0s, 1289.0ms
1 -> 0.835741 	- 0.835907 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.83594 	- 0.836209 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.836239 	- 0.836404 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.836438 	- 0.837724 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.837754 	- 0.83792 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.837953 	- 0.838224 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.838254 	- 0.83845 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.838483 	- 0.839752 	| 0.001269 	-> 0s, 1269.0ms
1 -> 0.839782 	- 0.839948 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.839981 	- 0.840252 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.840282 	- 0.840481 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.840513 	- 0.841764 	| 0.001251 	-> 0s, 1251.0ms
1 -> 0.841794 	- 0.841991 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.842024 	- 0.843295 	| 0.001271 	-> 0s, 1271.0ms
1 -> 0.843325 	- 0.84349 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.843524 	- 0.843792 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.843822 	- 0.844018 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.844051 	- 0.845308 	| 0.001257 	-> 0s, 1257.0ms
1 -> 0.845338 	- 0.845505 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.845538 	- 0.845837 	| 0.000299 	-> 0s, 299.0ms
1 -> 0.845867 	- 0.846033 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.846066 	- 0.846334 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.846363 	- 0.846529 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.846562 	- 0.847873 	| 0.001311 	-> 0s, 1311.0ms
1 -> 0.847903 	- 0.848068 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.848101 	- 0.849353 	| 0.001252 	-> 0s, 1252.0ms
1 -> 0.849383 	- 0.849579 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.849612 	- 0.849882 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.849911 	- 0.850084 	| 0.000173 	-> 0s, 173.0ms
0 -> 0.850117 	- 0.851399 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.851429 	- 0.851596 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.851629 	- 0.851897 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.851927 	- 0.852093 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.852127 	- 0.852398 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.852428 	- 0.852624 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.852657 	- 0.853929 	| 0.001272 	-> 0s, 1272.0ms
1 -> 0.853959 	- 0.854125 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.854158 	- 0.854427 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.854456 	- 0.854622 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.854656 	- 0.855956 	| 0.0013 	-> 0s, 1300.0ms
1 -> 0.855986 	- 0.856152 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.856185 	- 0.856454 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.856484 	- 0.85665 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.856683 	- 0.857966 	| 0.001283 	-> 0s, 1283.0ms
1 -> 0.857996 	- 0.858162 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.858195 	- 0.858466 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.858496 	- 0.858667 	| 0.000171 	-> 0s, 171.0ms
0 -> 0.8587 	- 0.859987 	| 0.001287 	-> 0s, 1287.0ms
1 -> 0.860016 	- 0.860216 	| 0.0002 	-> 0s, 200.0ms
0 -> 0.860248 	- 0.860493 	| 0.000245 	-> 0s, 245.0ms
1 -> 0.860523 	- 0.860688 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.860721 	- 0.862007 	| 0.001286 	-> 0s, 1286.0ms
1 -> 0.862036 	- 0.862233 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.862266 	- 0.863536 	| 0.00127 	-> 0s, 1270.0ms
1 -> 0.863566 	- 0.863732 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.863765 	- 0.864063 	| 0.000298 	-> 0s, 298.0ms
1 -> 0.864093 	- 0.864258 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.864292 	- 0.86555 	| 0.001258 	-> 0s, 1258.0ms
1 -> 0.86558 	- 0.865776 	| 0.000196 	-> 0s, 196.0ms
0 -> 0.86581 	- 0.866078 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.866108 	- 0.866274 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.866307 	- 0.86759 	| 0.001283 	-> 0s, 1283.0ms
1 -> 0.86762 	- 0.867785 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.867818 	- 0.868115 	| 0.000297 	-> 0s, 297.0ms
1 -> 0.868146 	- 0.868311 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.868344 	- 0.868612 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.868642 	- 0.868807 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.86884 	- 0.870121 	| 0.001281 	-> 0s, 1281.0ms
1 -> 0.870151 	- 0.870317 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.87035 	- 0.870627 	| 0.000277 	-> 0s, 277.0ms
1 -> 0.870657 	- 0.870824 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.870857 	- 0.872139 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.872169 	- 0.872335 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.872368 	- 0.872639 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.872669 	- 0.872831 	| 0.000162 	-> 0s, 162.0ms
0 -> 0.872879 	- 0.874167 	| 0.001288 	-> 0s, 1288.0ms
1 -> 0.874197 	- 0.874363 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.874396 	- 0.874666 	| 0.00027 	-> 0s, 270.0ms
1 -> 0.874695 	- 0.874862 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.874895 	- 0.876188 	| 0.001293 	-> 0s, 1293.0ms
1 -> 0.876218 	- 0.876384 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.876417 	- 0.877699 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.877729 	- 0.8779 	| 0.000171 	-> 0s, 171.0ms
0 -> 0.877934 	- 0.878203 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.878233 	- 0.87843 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.878463 	- 0.878731 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.878762 	- 0.878929 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.878962 	- 0.880244 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.880274 	- 0.88044 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.880473 	- 0.881765 	| 0.001292 	-> 0s, 1292.0ms
1 -> 0.881794 	- 0.88196 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.881993 	- 0.882261 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.882291 	- 0.88249 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.882522 	- 0.882761 	| 0.000239 	-> 0s, 239.0ms
1 -> 0.882791 	- 0.882972 	| 0.000181 	-> 0s, 181.0ms
0 -> 0.883005 	- 0.884287 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.884317 	- 0.884483 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.884516 	- 0.884787 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.884817 	- 0.885014 	| 0.000197 	-> 0s, 197.0ms
0 -> 0.885047 	- 0.886308 	| 0.001261 	-> 0s, 1261.0ms
1 -> 0.886338 	- 0.886504 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.886537 	- 0.887822 	| 0.001285 	-> 0s, 1285.0ms
1 -> 0.887852 	- 0.888017 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.888051 	- 0.888352 	| 0.000301 	-> 0s, 301.0ms
1 -> 0.888383 	- 0.888549 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.888582 	- 0.888849 	| 0.000267 	-> 0s, 267.0ms
1 -> 0.888879 	- 0.889045 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.889078 	- 0.890362 	| 0.001284 	-> 0s, 1284.0ms
1 -> 0.890391 	- 0.890557 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.89059 	- 0.890862 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.890891 	- 0.89109 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.891122 	- 0.892382 	| 0.00126 	-> 0s, 1260.0ms
1 -> 0.892411 	- 0.892609 	| 0.000198 	-> 0s, 198.0ms
0 -> 0.892642 	- 0.892896 	| 0.000254 	-> 0s, 254.0ms
1 -> 0.892927 	- 0.893093 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.893126 	- 0.894407 	| 0.001281 	-> 0s, 1281.0ms
1 -> 0.894437 	- 0.894603 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.894636 	- 0.894908 	| 0.000272 	-> 0s, 272.0ms
1 -> 0.894937 	- 0.895136 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.895168 	- 0.896421 	| 0.001253 	-> 0s, 1253.0ms
1 -> 0.896456 	- 0.896625 	| 0.000169 	-> 0s, 169.0ms
0 -> 0.896658 	- 0.905901 	| 0.009243 	-> 0s, 9243.0ms
1 -> 0.905932 	- 0.906098 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.90613 	- 0.908711 	| 0.002581 	-> 0s, 2581.0ms
1 -> 0.90874 	- 0.908907 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.90894 	- 0.910227 	| 0.001287 	-> 0s, 1287.0ms
1 -> 0.910257 	- 0.910423 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.910456 	- 0.910725 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.910754 	- 0.91092 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.910953 	- 0.911224 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.911254 	- 0.911453 	| 0.000199 	-> 0s, 199.0ms
0 -> 0.911485 	- 0.912746 	| 0.001261 	-> 0s, 1261.0ms
1 -> 0.912776 	- 0.912959 	| 0.000183 	-> 0s, 183.0ms
0 -> 0.912992 	- 0.913261 	| 0.000269 	-> 0s, 269.0ms
1 -> 0.913291 	- 0.913458 	| 0.000167 	-> 0s, 167.0ms
0 -> 0.913491 	- 0.914772 	| 0.001281 	-> 0s, 1281.0ms
1 -> 0.914802 	- 0.914967 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.915 	- 0.915271 	| 0.000271 	-> 0s, 271.0ms
1 -> 0.915301 	- 0.915496 	| 0.000195 	-> 0s, 195.0ms
0 -> 0.915529 	- 0.916812 	| 0.001283 	-> 0s, 1283.0ms
1 -> 0.916841 	- 0.917014 	| 0.000173 	-> 0s, 173.0ms
0 -> 0.917047 	- 0.917315 	| 0.000268 	-> 0s, 268.0ms
1 -> 0.917345 	- 0.917511 	| 0.000166 	-> 0s, 166.0ms
0 -> 0.917544 	- 0.918825 	| 0.001281 	-> 0s, 1281.0ms
1 -> 0.918855 	- 0.91902 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.919053 	- 0.920335 	| 0.001282 	-> 0s, 1282.0ms
1 -> 0.920365 	- 0.92053 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.920563 	- 0.920861 	| 0.000298 	-> 0s, 298.0ms
1 -> 0.920892 	- 0.921057 	| 0.000165 	-> 0s, 165.0ms
0 -> 0.92109 	- 0.922348 	| 0.001258 	-> 0s, 1258.0ms
1 -> 0.922378 	- 0.922577 	| 0.000199 	-> 0s, 199.0ms
